movie_title,original_description,true_genre,predicted_genre
Tomie vs Tomie,"A young, depressed man is trying to move on with his life after his girlfriend's bizarre death. One day, a mysterious woman notices him at work and convinces his coworkers to introduce him to her.",horror,romance
Akhirat,"""Akhirat"" is a copy of the black ink scribbles that surround the life of a holy woman Mira (Vanidah Imran) because of the greed of evil people. As a result of the unfortunate tragedy,",action,horror
The Bird with the Crystal Plumage,An American expatriate in Rome attempts to unmask a serial killer whom he witnessed in the act of an attempted murder - and is now hunting him and his girlfriend.,horror,action
Molecule Man,"Owen Reece was a weak, shy boy in Brooklyn, New York who obsessively clung to his mother.",action,romance
Faded Dreams,"Young basketball star Dan Milano has all the makings of a pro player -- talent, skill and determination. But as he sets out to make his dream come true, Dan learns that in the world of",action,romance
Kiss Me Quick!,"Sterilox, asexual ambassador from a distant planet, comes down to earth in search of feminine breeding stock. A mad scientist treats the alien to dancing sex robots.",horror,action
Lakhan,"Lakhan is a vagabond who falls in love with Kirti. But when she rejects him and treats him badly, he decides to give her a taster of her own medicine.",action,romance
It's Only Love,"Sex drugs and the outdoors. Turning 30 does Kit become a responsible women or keep following her hedonistic lifestyle thats leading to debt and destitution, as the party goes on forever. What does it take takes to grow up at 30?",romance,action
Get a Life,Remake of the 2009 Belgium film Aanrijding In Moscou.,romance,horror
Mayo,A father and his friend embark on a rescue mission to save the father's son from a Neo-Nazi compound. They will go to the ends of the earth to save the kid but nothing can prepare them for,horror,action
Wildorado,The entwining downfall of two people from vastly different mental states looking for answers and making only the most diabolical choices along the way of a cross country journey.,romance,action
Köntörfalak,Two perfect strangers. A blind date. An urban legend.,romance,horror
Russkiy bunt,A historical drama based on the novel of the same name.,romance,action
High Voltage,"After a lightning strike kills the lead singer of a band, she is resurrected with electrifying special abilities.",horror,action
Vaayai Moodi Pesavum,"The people of the Panimalai hill station are in trouble as the government has put a ban on speaking to control the spread of the ""dumb-flu,"" which spreads only through talking.",romance,horror
Psychic Agents,"Keitaro is the leader of the Masuyama Psychic Bureau. His team and he deploy their special powers to solve riddles and tackle crime. Atsushi, who is one of the psychics, comes across Aoba",romance,action
Silent Scream,"Emma Jones, is an up and coming actress in Hollywood, who catches the eye of celebrated film producer, Roger Hardiman. He is making a movie about his Silent Screen Legend mother, Helena",horror,romance
Milosc jest wszystkim,The Christmas fever of the December time starts with the arrival of an unusual Santa to the city. It will be a storm of exceptional events.,romance,horror
Pirates Down the Street,"When pirate family Blunderbuss moves to boring Sandsborough, the neighbors aren't too happy. Michael and his new pirate friend Billy try to get the family to blend in, but then archenemy Crooked Cornelius arrives in town.",action,romance
Salabusab,"Tough, Rugged, Reckless, Daring yet he's got a heart as Gentle as a lamb.",action,romance
Into the Fire,"A former Marine who lives life on the edge as a rookie firefighter falls for a divorced woman he rescues, but struggles to rescue himself in a mysterious and revealing journey towards self-forgiveness.",action,romance
Joyland,Pooda Johnson is celebrating his last weekend on house arrest with a kickback (party) that could jeopardize the very freedom he's celebrating.,action,horror
The Year That Trembled,The Year That Trembled is a 1970 coming-of-age story set in the shadow of Kent State that focuses on a group of young characters facing the Vietnam Draft Lottery.,romance,action
Bull,"A grief-stricken alcoholic is befriended by a little girl. When tragedy occurs, he must choose between his addiction and hunting a man-eating bull shark.",action,horror
Tongues of Flame,A jealous dance-hall girl kills her lover. She escapes from the sheriff who is taking her to jail and hides out in the forest with a recluse who lives in a hollowed-out redwood. As the,romance,horror
Fashion Dolls,A sexy action romance love story set in the fashion world.,action,romance
The Trial of Billy Jack,"After Billy Jack in sentenced to four years in prison for the ""involuntary manslaughter"" of the first film, the Freedom School expands and flourishes under the guidance of Jean Roberts. The",action,romance
Love Shot,A hitman in Koreatown meets a Karaoke hostess only to find out she is his next target.,romance,action
108 Stitches,"With the longest losing streak in baseball history and a university determined to disband them, a team of misfits have one afternoon to fill their stadium, sign the top recruit on the planet, and send their coach out with a bang.",romance,action
A Little Bit of Lipstick,A full-figured teen working at a crumbling regional theater discovers that beauty comes in all sizes.,romance,horror
The Slashening,"Best friends Lucy, Eva, Ashley, Beth and Margot have a sleepover like any other - until murder joins the party. A tale of friendship, betrayal, madness, and the search for some decent dick.",horror,romance
Thane of East County,"A backstage romance leads a pair of actors down a dark path, as they discover their lives beginning to mirror the story of Shakespeare's bloodiest play.",horror,romance
Skazki starogo volshebnika,"The king and queen of the fairy kingdom have a princess. The evil witch, who was offended that she was not invited to the princess birthday party, cursed her. On the day when the princess",romance,horror
Fortified,"Plot centers on a pair of college-age students fleeing from an unidentified enemy force. The duo takes refuge in what appears to be an abandoned building, but they quickly discover the building they thought was empty is anything but.",action,horror
